OBJECTID,FEATURE_TYPE,INDUSTRY_ID,STATION_NAME,STATION_OWNER,STATION_DESCRIPTION,STATION_ADDRESS,STATION_SUBURB,STATION_POSTCODE,STATION_STATE,OPERATIONAL_STATUS,SPATIAL_CONFIDENCE,GNAF_ASSIGNMENT_METHOD,STATION_REVISED_DATE,GNAF_FORMATTED_ADDRESS,GNAF_ADDRESS_DETAIL_PID,GNAF_CONFIDENCE,GNAF_SUBURB,GNAF_POSTCODE,DISTANCE_TO_GNAF
74,PETROL STATION,,CALTEX NORTH MALAGA,CALTEX,AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS,1896 BEACH ROAD,MALAGA,6090,WA,OPERATIONAL,5,GNAF ADDRESS MATCH,25/07/2011,1896 BEACH ROAD,GAWA_146578713,1,MALAGA,6090,2.4
75,PETROL STATION,55553,CALTEX BALCATTA,CALTEX,AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS,229 BALCATTA ROAD,BALCATTA,6021,WA,OPERATIONAL,5,GNAF ADDRESS MATCH,25/07/2011,229 BALCATTA ROAD,GAWA_148415492,1,BALCATTA,6021,8
76,PETROL STATION,,AMPOL BOW BRIDGE,AMPOL,AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS,1707 VALLEY OF THE GIANTS ROAD,BOW BRIDGE,6333,WA,OPERATIONAL,5,GNAF ADDRESS MATCH,25/07/2011,1707 VALLEY OF THE GIANTS ROAD,GAWA_162250956,2,BOW BRIDGE,6333,21.1
77,PETROL STATION,,PUMA UPPER SWAN,PUMA,AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS,1383 GREAT NORTHERN HIGHWAY,UPPER SWAN,6069,WA,OPERATIONAL,5,GNAF ADDRESS MATCH,22/02/2022,1383 GREAT NORTHERN HIGHWAY,GAWA_146542471,1,UPPER SWAN,6069,2.5
78,PETROL STATION,,AMPOL WATERLOO,AMPOL,AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS,14755 SOUTH WESTERN HIGHWAY,PICTON EAST,6229,WA,OPERATIONAL,5,GNAF ADDRESS MATCH,25/07/2011,14755 SOUTH WESTERN HIGHWAY,GAWA_161515434,1,PICTON EAST,6229,13.1
79,PETROL STATION,,CALTEX GOSNELLS,CALTEX,AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS,2347 ALBANY HIGHWAY,GOSNELLS,6110,WA,OPERATIONAL,5,GNAF ADDRESS MATCH,25/07/2011,2347 ALBANY HIGHWAY,GAWA_146825090,1,GOSNELLS,6110,0.2
80,PETROL STATION,1839,BP WANNEROO,BP,AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS,599 WANNEROO ROAD,WANNEROO,6065,WA,OPERATIONAL,5,GNAF ADDRESS MATCH,25/07/2011,599 WANNEROO ROAD,GAWA_146860702,1,WANNEROO,6065,11
81,PETROL STATION,,PUMA PEARSALL,PUMA,AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS,204 SHIRAZ BOULEVARD,PEARSALL,6065,WA,OPERATIONAL,5,GNAF ADDRESS MATCH,22/02/2022,204 SHIRAZ BOULEVARD,GAWA_718486882,1,PEARSALL,6065,1.7
82,PETROL STATION,,PUMA BELMONT,PUMA,AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS,33 BELVIDERE STREET,BELMONT,6104,WA,OPERATIONAL,1,GNAF ADDRESS MATCH,22/02/2022,33 BELVIDERE STREET,GAWA_148696827,1,BELMONT,6104,20.1
83,PETROL STATION,,FASTFUEL 24/7,FASTFUEL 24/7,AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS,54 CUMBERLAND ROAD,FORRESTFIELD,6058,WA,OPERATIONAL,1,GNAF ADDRESS MATCH,22/02/2022,54 CUMBERLAND ROAD,GAWA_146733110,1,FORRESTFIELD,6058,7.2
84,PETROL STATION,,PUMA DAYTON,PUMA,AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS,8 REPTON STREET,DAYTON,6055,WA,OPERATIONAL,5,GNAF ADDRESS MATCH,22/02/2022,8 REPTON STREET,GAWA_720046451,1,DAYTON,6055,47.9
85,PETROL STATION,2407,YOUNG SIDING GENERAL STORE,BP,AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS,19 STATION STREET,YOUNGS SIDING,6330,WA,OPERATIONAL,5,GNAF ADDRESS MATCH,25/07/2011,19 STATION STREET,GAWA_146992966,2,YOUNGS SIDING,6330,0
86,PETROL STATION,,WOOLWORTHS CALTEX ELLENBROOK,CALTEX,AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS,7 LOUISA GROVE,ELLENBROOK,6069,WA,OPERATIONAL,5,GNAF ADDRESS MATCH,25/07/2011,7 LOUISA GROVE,GAWA_147190480,2,ELLENBROOK,6069,65.9
87,PETROL STATION,,CALTEX WOOLWORTHS NORTHLANDS,CALTEX,AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS,393 WANNEROO ROAD,BALCATTA,6021,WA,OPERATIONAL,5,GNAF ADDRESS MATCH,25/07/2011,393 WANNEROO ROAD,GAWA_146601931,1,BALCATTA,6021,1
88,PETROL STATION,,INDEPENDENT BOYUP BROOK,INDEPENDENT FUEL SUPPLIES,AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS,33 ABEL STREET,BOYUP BROOK,6244,WA,OPERATIONAL,5,GNAF ADDRESS MATCH,25/07/2011,33 ABEL STREET,GAWA_146959577,1,BOYUP BROOK,6244,11.4
89,PETROL STATION,,UNITED ELLENBROOK,UNITED,AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS,3 LOCKE LANE,ELLENBROOK,6069,WA,OPERATIONAL,5,GNAF ADDRESS MATCH,22/02/2022,3 LOCKE LANE,GAWA_161992739,1,ELLENBROOK,6069,10.4
90,PETROL STATION,,CALTEX FALCON,CALTEX,AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS,2 BAROY STREET,FALCON,6210,WA,OPERATIONAL,5,GNAF ADDRESS MATCH,25/07/2011,2 BAROY STREET,GAWA_162637231,2,FALCON,6210,1.1
91,PETROL STATION,,BP FORRESTDALE,BP,AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS,2 ALEX WOOD DRIVE,FORRESTDALE,6112,WA,OPERATIONAL,1,GNAF ADDRESS MATCH,22/02/2022,2 ALEX WOOD DRIVE,GAWA_163045607,0,FORRESTDALE,6112,13.2
92,PETROL STATION,,LOWER KING ,SHELL,AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS,629 LOWER KING ROAD,LOWER KING,6330,WA,OPERATIONAL,5,GNAF ADDRESS MATCH,25/07/2011,629 LOWER KING ROAD,GAWA_147865164,1,LOWER KING,6330,21.9
93,PETROL STATION,,7-ELEVEN ROCKINGHAM CENTRAL,7-ELEVEN,AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS,2 SEPIA COURT,ROCKINGHAM,6168,WA,OPERATIONAL,1,GNAF ADDRESS MATCH,22/02/2022,2 SEPIA COURT,GAWA_147110307,0,ROCKINGHAM,6168,60.8
94,PETROL STATION,6909,BENCUBBIN,BP,AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS,55 BROWN STREET,BENCUBBIN,6477,WA,OPERATIONAL,5,GNAF ADDRESS MATCH,25/07/2011,55 BROWN STREET,GAWA_160793482,1,BENCUBBIN,6477,7.6
95,PETROL STATION,6438,BP DONNYBROOK,BP,AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS,15 SOUTH WESTERN HIGHWAY,DONNYBROOK,6239,WA,OPERATIONAL,5,GNAF ADDRESS MATCH,25/07/2011,15 SOUTH WESTERN HIGHWAY,GAWA_161581660,1,DONNYBROOK,6239,5.1
96,PETROL STATION,,NIGHTOWL SHELL MADDINGTON,SHELL,AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS,1 DAVISON STREET,MADDINGTON,6109,WA,OPERATIONAL,1,GNAF ADDRESS MATCH,22/02/2022,1 DAVISON STREET,GAWA_146810005,1,MADDINGTON,6109,15.8
97,PETROL STATION,,7-ELEVEN ASCOT,7-ELEVEN,AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS,194 GREAT EASTERN HIGHWAY,ASCOT,6104,WA,OPERATIONAL,1,GNAF ADDRESS MATCH,22/02/2022,194 GREAT EASTERN HIGHWAY,GAWA_718674848,1,ASCOT,6104,9.1
98,PETROL STATION,,OSBORNE PARK,UNITED,AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS,479 SCARBOROUGH BEACH ROAD,OSBORNE PARK,6017,WA,OPERATIONAL,5,GNAF ADDRESS MATCH,25/07/2011,479 SCARBOROUGH BEACH ROAD,GAWA_146615982,1,OSBORNE PARK,6017,12.5
99,PETROL STATION,,CALTEX BOYANUP,GULL,AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS,9 SOUTH WESTERN HIGHWAY,BOYANUP,6237,WA,OPERATIONAL,5,GNAF ADDRESS MATCH,25/07/2011,9 SOUTH WESTERN HIGHWAY,GAWA_161581562,1,BOYANUP,6237,10.8
100,PETROL STATION,,COLES EXPRESS PORT HEDLAND,SHELL,AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS,LOT 2065 WILSON STREET,PORT HEDLAND,6721,WA,OPERATIONAL,5,GNAF ADDRESS MATCH,25/07/2011,LOT 2065 WILSON STREET,GAWA_162815322,0,PORT HEDLAND,6721,21.3
101,PETROL STATION,6255,BP CONNECT PALM SPRINGS,BP,AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS,214 WARNBRO SOUND AVENUE,WARNBRO,6169,WA,OPERATIONAL,5,GNAF ADDRESS MATCH,25/07/2011,214 WARNBRO SOUND AVENUE,GAWA_147107336,1,WARNBRO,6169,0.8
102,PETROL STATION,,UNITED BASSENDEAN,UNITED,AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS,335 COLLIER ROAD,BASSENDEAN,6054,WA,OPERATIONAL,5,GNAF ADDRESS MATCH,22/02/2022,335 COLLIER ROAD,GAWA_147347129,0,BASSENDEAN,6054,18.3
103,PETROL STATION,,MOUNT LAWLEY,UNITED,AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS,791 BEAUFORT STREET,MOUNT LAWLEY,6050,WA,OPERATIONAL,5,GNAF ADDRESS MATCH,25/07/2011,791 BEAUFORT STREET,GAWA_146631771,2,MOUNT LAWLEY,6050,5.8
104,PETROL STATION,2508,BP BOULDER TRADING POST,BP,AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS,70 PIESSE STREET,BOULDER,6432,WA,OPERATIONAL,5,GNAF ADDRESS MATCH,25/07/2011,70 PIESSE STREET,GAWA_147028456,1,BOULDER,6432,9.4
105,PETROL STATION,,SHELL JARRAHDALE,SHELL,AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS,2 JARRAHDALE ROAD,JARRAHDALE,6124,WA,OPERATIONAL,1,GNAF ADDRESS MATCH,22/02/2022,2 JARRAHDALE ROAD,GAWA_161554528,1,JARRAHDALE,6124,39.4
106,PETROL STATION,,CALTEX WOOLWORTHS WARNBRO,CALTEX,AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS,2 BRISTOL STREET,WARNBRO,6169,WA,OPERATIONAL,5,GNAF ADDRESS MATCH,25/07/2011,2 BRISTOL STREET,GAWA_147254955,1,WARNBRO,6169,1.1
107,PETROL STATION,,VIBE PIARA WATERS,VIBE,AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS,390 NICHOLSON ROAD,PIARA WATERS,6112,WA,OPERATIONAL,1,GNAF ADDRESS MATCH,22/02/2022,390 NICHOLSON ROAD,GAWA_162643729,1,PIARA WATERS,6112,5.1
108,PETROL STATION,,PUMA RANFORD,PUMA,AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS,4 REMISKO DRIVE,FORRESTDALE,6112,WA,OPERATIONAL,5,GNAF ADDRESS MATCH,22/02/2022,4 REMISKO DRIVE,GAWA_718653150,0,FORRESTDALE,6112,25
109,PETROL STATION,,WOOLWORTHS CALTEX GREENWOOD,CALTEX,AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS,37 CANHAM WAY,GREENWOOD,6024,WA,OPERATIONAL,5,GNAF ADDRESS MATCH,25/07/2011,37 CANHAM WAY,GAWA_146574113,1,GREENWOOD,6024,0.9
110,PETROL STATION,,CALTEX GELORUP,CALTEX,AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS,39 BUSSELL HIGHWAY,GELORUP,6230,WA,OPERATIONAL,5,GNAF ADDRESS MATCH,25/07/2011,39 BUSSELL HIGHWAY,GAWA_146975246,1,GELORUP,6230,9.2
111,PETROL STATION,,WOOLWORTHS CALTEX DIANELLA,CALTEX,AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS,360 GRAND PROMENADE,DIANELLA,6059,WA,OPERATIONAL,5,GNAF ADDRESS MATCH,25/07/2011,360 GRAND PROMENADE,GAWA_146591507,1,DIANELLA,6059,20.8
112,PETROL STATION,1828,BP HARTFIELD,BP,AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS,155 HALE ROAD,FORRESTFIELD,6058,WA,OPERATIONAL,5,GNAF ADDRESS MATCH,25/07/2011,155 HALE ROAD,GAWA_148553999,1,FORRESTFIELD,6058,4
113,PETROL STATION,1876,BP BUSSELTON,BP,AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS,26 ALBERT STREET,BUSSELTON,6280,WA,OPERATIONAL,5,GNAF ADDRESS MATCH,25/07/2011,26 ALBERT STREET,GAWA_146953869,1,BUSSELTON,6280,1.4
114,PETROL STATION,,UNITED SWANBOURNE,UNITED,AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS,2 SERVETUS STREET,SWANBOURNE,6010,WA,OPERATIONAL,1,GNAF ADDRESS MATCH,22/02/2022,2 SERVETUS STREET,GAWA_147221673,1,SWANBOURNE,6010,7.7
115,PETROL STATION,,BP BALDIVIS SOUTHBOUND TRAVEL CENTRE,BP,AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS,LOT 192 LEARY ROAD,BALDIVIS,6171,WA,OPERATIONAL,1,GNAF ADDRESS MATCH,22/02/2022,LOT 192 LEARY ROAD,GAWA_718298060,1,BALDIVIS,6171,15.4
116,PETROL STATION,,COLES EXPRESS BIBRA LAKE,COLES EXPRESS,AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS,1 TIMBERYARD WAY,BIBRA LAKE,6163,WA,OPERATIONAL,1,GNAF ADDRESS MATCH,22/02/2022,1 TIMBERYARD WAY,GAWA_162872394,1,BIBRA LAKE,6163,11.8
117,PETROL STATION,,SHELL HIGH WYCOMBE,SHELL,AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS,1100 ABERNETHY ROAD,HIGH WYCOMBE,6057,WA,OPERATIONAL,1,GNAF ADDRESS MATCH,22/02/2022,1100 ABERNETHY ROAD,GAWA_147341784,1,HIGH WYCOMBE,6057,13
118,PETROL STATION,,COLES EXPRESS LEONORA,SHELL,AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS,54 TOWER STREET,LEONORA,6438,WA,OPERATIONAL,5,GNAF ADDRESS MATCH,25/07/2011,54 TOWER STREET,GAWA_147085728,0,LEONORA,6438,0.4
119,PETROL STATION,,CALTEX ERSKINE,CALTEX,AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS,112 OAKLEIGH DRIVE,ERSKINE,6210,WA,OPERATIONAL,5,GNAF ADDRESS MATCH,25/07/2011,112 OAKLEIGH DRIVE,GAWA_162579742,1,ERSKINE,6210,5.3
120,PETROL STATION,,7-ELEVEN LANDSDALE,7-ELEVEN,AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS,8 MULLINGAR WAY,LANDSDALE,6065,WA,OPERATIONAL,1,GNAF ADDRESS MATCH,22/02/2022,8 MULLINGAR WAY,GAWA_719039263,1,LANDSDALE,6065,8.5
121,PETROL STATION,,CALTEX DONGARA,CALTEX,AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS,30215 BRAND HIGHWAY,DONGARA,6525,WA,OPERATIONAL,5,GNAF ADDRESS MATCH,25/07/2011,30215 BRAND HIGHWAY,GAWA_161999898,2,DONGARA,6525,12.3
122,PETROL STATION,,LEDA,UNITED,AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS,2 FEILMAN DRIVE,LEDA,6170,WA,OPERATIONAL,5,GNAF ADDRESS MATCH,25/07/2011,2 FEILMAN DRIVE,GAWA_147056050,2,LEDA,6170,4.2
123,PETROL STATION,,VIBE ARMADALE,VIBE,AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS,126 FORREST ROAD,ARMADALE,6112,WA,OPERATIONAL,1,GNAF ADDRESS MATCH,22/02/2022,126 FORREST ROAD,GAWA_146826305,1,ARMADALE,6112,9.1
124,PETROL STATION,,COLES EXPRESS HIGHGATE,SHELL,AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS,3 GUILDFORD ROAD,MOUNT LAWLEY,6050,WA,OPERATIONAL,5,GNAF ADDRESS MATCH,25/07/2011,3 GUILDFORD ROAD,GAWA_162567970,0,MOUNT LAWLEY,6050,8.1
125,PETROL STATION,5583,BP KOONDOOLA,BP,AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS,28 KOONDOOLA AVENUE,KOONDOOLA,6064,WA,OPERATIONAL,5,GNAF ADDRESS MATCH,25/07/2011,28 KOONDOOLA AVENUE,GAWA_147277338,0,KOONDOOLA,6064,0.7
126,PETROL STATION,,AMPOL MOORA,AMPOL,AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS,96 GARDINER STREET,MOORA,6510,WA,OPERATIONAL,5,GNAF ADDRESS MATCH,25/07/2011,96 GARDINER STREET,GAWA_146988449,1,MOORA,6510,17.4
127,PETROL STATION,,INDEPENDENT WONGAN HILLS,INDEPENDENT FUEL SUPPLIES,AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS,244 WONGAN ROAD,WONGAN HILLS,6603,WA,OPERATIONAL,5,GNAF ADDRESS MATCH,25/07/2011,244 WONGAN ROAD,GAWA_147064326,2,WONGAN HILLS,6603,7.5
128,PETROL STATION,,COLES EXPRESS GIRRAWHEEN,SHELL,AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS,60 MARANGAROO DRIVE,GIRRAWHEEN,6064,WA,OPERATIONAL,5,GNAF ADDRESS MATCH,25/07/2011,60 MARANGAROO DRIVE,GAWA_147297897,1,GIRRAWHEEN,6064,0.4
129,PETROL STATION,,INDEPENDENT AMELUP,INDEPENDENT FUEL SUPPLIES,AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS,9522 CHESTER PASS ROAD,AMELUP,6338,WA,OPERATIONAL,5,GNAF ADDRESS MATCH,25/07/2011,9522 CHESTER PASS ROAD,GAWA_162276440,2,AMELUP,6338,24.6
130,PETROL STATION,,COLES EXPRESS WANGARA,COLES EXPRESS,AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS,1 NICHE PARADE,WANGARA,6065,WA,OPERATIONAL,1,GNAF ADDRESS MATCH,22/02/2022,1 NICHE PARADE,GAWA_718630036,1,WANGARA,6065,25.6
131,PETROL STATION,,SHELL RIVER ROOSTER,SHELL,AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS,44 EGERTON STREET,NARROGIN,6312,WA,OPERATIONAL,5,GNAF ADDRESS MATCH,25/07/2011,44 EGERTON STREET,GAWA_146994152,2,NARROGIN,6312,0.6
132,PETROL STATION,,BETTER CHOICE EDGEWATER,BETTER CHOICE,AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS,21 EDGEWATER DRIVE,EDGEWATER,6027,WA,OPERATIONAL,1,GNAF ADDRESS MATCH,22/02/2022,21 EDGEWATER DRIVE,GAWA_146863835,1,EDGEWATER,6027,12.8
133,PETROL STATION,1266,BP WAGIN,BP,AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS,20 TUDHOE STREET,WAGIN,6315,WA,OPERATIONAL,5,GNAF ADDRESS MATCH,25/07/2011,20 TUDHOE STREET,GAWA_149058914,1,WAGIN,6315,5.3
134,PETROL STATION,,UNITED TAPPING,UNITED,AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS,1369 WANNEROO ROAD,WANNEROO,6065,WA,OPERATIONAL,1,GNAF ADDRESS MATCH,22/02/2022,1369 WANNEROO ROAD,GAWA_146537404,0,WANNEROO,6065,87.2
135,PETROL STATION,,COLES EXPRESS VICTORIA PARK,SHELL,AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS,66 KENT STREET,EAST VICTORIA PARK,6101,WA,OPERATIONAL,5,GNAF ADDRESS MATCH,25/07/2011,66 KENT STREET,GAWA_146640761,0,EAST VICTORIA PARK,6101,0.2
136,PETROL STATION,6712,BP 53 MILE ROADHOUSE,BP,AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS,5713 SOUTH WESTERN HIGHWAY,PINJARRA,6208,WA,OPERATIONAL,5,GNAF ADDRESS MATCH,25/07/2011,5713 SOUTH WESTERN HIGHWAY,GAWA_160919785,2,PINJARRA,6208,2
137,PETROL STATION,,PUMA HIGH WYCOMBE,PUMA,AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS,494 KALAMUNDA ROAD,HIGH WYCOMBE,6057,WA,OPERATIONAL,1,GNAF ADDRESS MATCH,22/02/2022,494 KALAMUNDA ROAD,GAWA_147067771,2,HIGH WYCOMBE,6057,7.8
138,PETROL STATION,,PUMA YANCHEP,PUMA,AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS,1 IKARA LANE,YANCHEP,6035,WA,OPERATIONAL,1,GNAF ADDRESS MATCH,22/02/2022,1 IKARA LANE,GAWA_719644693,1,YANCHEP,6035,9.6
139,PETROL STATION,9434,CRUDELI'S AUTO REPAIRS,BP,AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS,24 MAITLAND ROAD,MULLEWA,6630,WA,OPERATIONAL,5,GNAF ADDRESS MATCH,25/07/2011,24 MAITLAND ROAD,GAWA_160799973,1,MULLEWA,6630,6.1
140,PETROL STATION,,CALTEX WEST SWAN,CALTEX,AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS,6639 WEST SWAN ROAD,WEST SWAN,6055,WA,OPERATIONAL,5,GNAF ADDRESS MATCH,25/07/2011,6639 WEST SWAN ROAD,GAWA_147105670,1,WEST SWAN,6055,1.8
141,PETROL STATION,,CALTEX STRATTON,CALTEX,AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS,240 TOODYAY ROAD,STRATTON,6056,WA,OPERATIONAL,5,GNAF ADDRESS MATCH,25/07/2011,240 TOODYAY ROAD,GAWA_146720020,1,STRATTON,6056,2
142,PETROL STATION,,VIBE SPEARWOOD,VIBE,AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS,333 ROCKINGHAM ROAD,SPEARWOOD,6163,WA,OPERATIONAL,1,GNAF ADDRESS MATCH,22/02/2022,333 ROCKINGHAM ROAD,GAWA_146778013,1,SPEARWOOD,6163,14.9
143,PETROL STATION,6141,BP WOODVALE BOULEVARDE,BP,AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS,941 WHITFORDS AVENUE,WOODVALE,6026,WA,OPERATIONAL,5,GNAF ADDRESS MATCH,25/07/2011,941 WHITFORDS AVENUE,GAWA_147082330,1,WOODVALE,6026,6.2
144,PETROL STATION,6143,RELIANCE LAVERTON,BP,AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS,6 COX STREET,LAVERTON,6440,WA,OPERATIONAL,5,GNAF ADDRESS MATCH,25/07/2011,6 COX STREET,GAWA_147048013,0,LAVERTON,6440,0.8
145,PETROL STATION,6171,BP GREENWOOD,BP,AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS,11 COOLIBAH DRIVE,GREENWOOD,6024,WA,OPERATIONAL,5,GNAF ADDRESS MATCH,25/07/2011,11 COOLIBAH DRIVE,GAWA_146567930,0,GREENWOOD,6024,1.3
146,PETROL STATION,,BP HENLEY BROOK,BP,AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS,1520 GNANGARA ROAD,HENLEY BROOK,6055,WA,OPERATIONAL,1,GNAF ADDRESS MATCH,22/02/2022,1520 GNANGARA ROAD,GAWA_718652061,1,HENLEY BROOK,6055,26.2
